Agrupamento,Grupo,Tipo,CNPJ,Razão Social,E-Mail,Município,UF,Nível,Tipo de Empresa,Tipos de Atividades,Situação
DF,Empresa,Empresa Especializada,3602646000137,AGROSERVICE SEGURANÇA LTDA,AGROSERVICEBSB@GMAIL.COM,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,8875253000110,ASC SERVICE SEGURANÇA LTDA,DIRETORIA@ASCSERVICE.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,7601090000204,ATENTO BAHIA SERVIÇOS DE VIGILÂNCIA PATRIMONIAL EIRELI,gerenciaoperacional@atentobahiaseg.com.br,BRASÍLIA,DF,1a Filial na UF,EIRELI,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,5880921000100,ATHENAS FORMACAO E RECICLAGEM DE VIGILANTE LTDA,ATHELTDA@HOTMAIL.COM,BRASÍLIA,DF,Matriz,LTDA,Curso de Formação,Ativa
DF,Empresa,Empresa Especializada,10423421000260,ATIVA SEGURANÇA PATRIMONIAL EIRELI,GERENCIA@ATIVASEGURANCAPATRIMONIAL.COM.BR,BRASÍLIA,DF,1a Filial na UF,EIRELI,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,9284699000133,AVAL EMPRESA DE SEGURANCA LTDA,AVAL@AVALSERVICOS.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,70594254000160,BELLA BRASILIA SEGURANÇA E VIGILANCIA EIRELI LTDA,faleconosco@grupobelabrasilia.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,3497401000197,BRASFORT EMPRESA DE SEGURANÇA LTDA,BRASFORT@BRASFORT.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,17957772000119,BRASGUARDA SEGURANCA E VIGILANCIA LTDA - ME,bismarque@brasguarda.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,2730521000120,BRASÍLIA EMPRESA DE SEGURANÇA S/A,OPERACIONAL@BRASILIASEG.COM.BR,BRASÍLIA,DF,Matriz,S/A de Capital Fechado,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,60860087019894,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,BALTAZAR.CAETANO@BRINKS.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Transporte de Valores,Ativa
DF,Empresa,Empresa Especializada,4977092000115,CENTRO DE FORMAÇÃO DE VIGILANTE ATLAS EIRELI,GSJ038@HOTMAIL.COM,BRASÍLIA,DF,Matriz,EIRELI,Curso de Formação,Ativa
DF,Empresa,Empresa Especializada,7283885000556,CENTURIÃO SEGURANÇA PATRIMONIAL LTDA.,COORDENADOR.DF@CENTURIAO.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,1625989000191,CIA VIGILANCIA E SEGURANCA LTDA ME,ciavigilancia@gmail.com,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,37077716000105,CITY SERVICE SEGURANÇA LTDA,operacional.seguranca@grupocityservice.com,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,31546484000100,CONFEDERAL VIGILANCIA E TRANSPORTE DE VALORES LTDA,DEPARTAMENTOTECNICO@CONFEDERAL.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Transporte de Valores/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,6311155000125,CS SEGURANÇA E VIGILÂNCIA LTDA ME,DIRETORIA@GRUPOCAPITALSERVICE1.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,593292000113,DRAGON VIGILANCIA E SEGURANÇA EIRELI,DRAGONSEGURANCA@UOL.COM.BR,BRASÍLIA,DF,Matriz,EIRELI,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,3296389000233,EAGLE SEGURANCA LTDA,tenfouquet@gmail.com,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,713185000181,ELITE SEGURANÇA LTDA,MARIOVIANNA@GRUPOELITE.NET,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
DF,Empresa,Empresa Especializada,37162435000657,ESPARTA SEGURANÇA LTDA.,MARCELO@FOXASSESSORIA.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,37162435001203,ESPARTA SEGURANÇA LTDA.,marcelo@foxassessoria.com.br,BRASÍLIA,DF,Outra Instalação,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,4407207000136,EURO SEGURANÇA PRIVADA EIRELI,diretor@gspassessoria.com.br,BRASÍLIA,DF,Matriz,EIRELI,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,17408690000115,EUROSEG VIGILANCIA E SEGURANCA LTDA,diretor@gspassessoria.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,1111567000521,EVIK SEGURANCA E VIGILANCIA LTDA,SERGIO@SACONSULT.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,914803000313,FEDERAL SEGURANÇA E TRANSPORTE DE VALORES LTDA,federaldf@federalseguranca.com.br,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Transporte de Valores,Ativa
DF,Empresa,Empresa Especializada,1775654000230,FIEL VIGILANCIA LTDA,patrimonial@fielvigilancia.com.br,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
DF,Empresa,Empresa Especializada,7473476000199,G.I EMPRESA DE SEGURANÇA LTDA,MATEUS@GRUPOINTERATIVA.NET,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,14534490000110,G.S.I - GESTAO DE SEGURANÇA INTEGRADA - VIGILANCIA E SEGURANÇA LTDA EPP,diretor@gspassessoria.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,2265823000174,GLOBAL SEGURANÇA LTDA,PATROCINIO@GLOBALSEGURANCALTDA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,87169900001389,GRABER SISTEMAS DE SEGURANÇA LTDA.,DIRETRIZ@DIRETRIZCONSULTORIA.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,72653660000182,GRIFFO SERVIÇOS DE SEGURANÇA E VIGILÂNCIA LTDA.,MARTA@GRUPOGRIFFO.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,11580052000109,HUMANA SEGURANÇA PATRIMONIAL LTDA,dp@humanadf.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,13317659000118,IDEAL GUARDIAN SEGURANÇA LTDA ME,ideal_servicos@hotmail.com,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,3601036000119,IPANEMA SEGURANCA LTDA,SEGURANCA@EMPRESAIPANEMA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,9254078000107,JRAIO SEGURANÇA LTDA - ME,danielle@gruporaio.com,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,2717460000160,JUIZ DE FORA EMPRESA DE VIGILANCIA LTDA,operacional-df@juizdeforaseg.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,12147170000182,KATANA SEGURANÇA LTDA,diretor@gspassessoria.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,2674687000176,LIFE DEFENSE SEGURANÇA LTDA,LIFESEGURANCA@LIFESEGURANCA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,37119856000190,LUGER CURSO DE FORMACAO E APERFEICOAMENTO DE VIGILANTES LTDA,CONTATO@LUGER-ACADEMIA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Curso de Formação,Ativa
DF,Empresa,Empresa Especializada,4958249000165,MASTER MAGNUM SERVIÇOS DE FORMAÇÃO E APERFEIÇOAMENTO DE VIGILANTES LTDA.,BRENO.SILVA@MASTERMAGNUM.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Curso de Formação,Ativa
DF,Empresa,Empresa Especializada,7211944000157,MASTRO ́S SEGURANÇA E VIGILANCIA LTDA,gorete.bandeira@grupomastros.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada,Ativa
DF,Empresa,Empresa Especializada,11733868000117,MISTRAL SEGURANÇA LTDA.,ASSESSORIA@GRUPOMISTRAL.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,3434777000233,MJR SERVIÇOS DE SEGURANÇA LTDA.,renan@mjrseguranca.com.br,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,4689445000181,MULTSERV SEGURANÇA E VIGILANCIA PATRIMONIAL LTDA,OPERACIONAL@GRUPOMULTSERV.COM,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,8931820000290,NEW LINE VIGILANCIA E SEGURANÇA LTDA,AILTONLICITACOES@NEWLINEALARMES.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,72649734000107,OMNI EMPRESA DE VIGILÂNCIA E SEGURANÇA LTDA,ROBERTOLAVALL@OMNISEGURANCA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,10496968000104,ORIENTE SEGURANÇA PRIVADA LTDA,COMERCIAL.ORIENTE@TERRA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,25065258000105,"PERITUS ESCOLA DE FORMAÇÃO, EXTENSÃO E RECICLAGEM DE VIGILANTES LTDA-EPP",diretor@gspassessoria.com.br,BRASÍLIA,DF,Matriz,LTDA,Curso de Formação,Ativa
DF,Empresa,Empresa Especializada,25065258000288,"PERITUS ESCOLA DE FORMAÇÃO, EXTENSÃO E RECICLAGEM DE VIGILANTES LTDA-EPP",diretor@gspassessoria.com.br,BRASÍLIA,DF,Outra Instalação,LTDA,Curso de Formação,Ativa
DF,Empresa,Empresa Especializada,8818229000220,PRESSSEG SERVIÇOS DE SEGURANÇA EIRELI,CONTROLE@PRESSSEG.COM.BR,BRASÍLIA,DF,1a Filial na UF,EIRELI,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,24973857000156,PREVISAN SEGURANÇA PRIVADA LTDA- ME,comercial@portservicedf.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,4429584000257,PROGUARDA VIGILANCIA E SEGURANÇA LTDA,DAIANA.HERMES@PROGUARDA.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,17428731004556,PROSEGUR BRASIL S/A TRANSPORTADORA DE VALORES E SEGURANÇA,JOSE.MACHADO@PROSEGUR.COM,BRASÍLIA,DF,1a Filial na UF,S/A de Capital Fechado,Vigilância Patrimonial/Transporte de Valores/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,43035146004172,PROTEGE S.A - PROTECAO E TRANSPORTE DE VALORES,MOISES.RIBEIRO@PROTEGE.COM.BR,BRASÍLIA,DF,1a Filial na UF,S/A de Capital Fechado,Vigilância Patrimonial/Transporte de Valores/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,13019295000513,RG SEGURANCA E VIGILANCIA LTDA,OPERACIONAL@RGVIGILANCIA.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,1263382000109,SAMURAI CENTRO DE FORMACAO E APERFEIÇOAMENTO DE VIGILANTES,GSJ038@HOTMAIL.COM,BRASÍLIA,DF,Matriz,LTDA,Curso de Formação,Ativa
DF,Empresa,Empresa Especializada,13277344000194,SEFIX EMPRESA DE SEGURANÇA LTDA,paulo@gruposefix.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,25278459001740,SEGURPRO VIGILÂNCIA PATRIMONIAL S.A.,EVERTON.SILVA@PROSEGUR.COM,BRASÍLIA,DF,1a Filial na UF,S/A de Capital Fechado,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,1437326000224,SERVI SEGURANÇA E VIGILÂNCIA DE INSTALAÇÕES LTDA,LUCIVANIOOLIVEIRA@SERVI.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,12066015000301,SERVI-SAN VIGILANCIA E TRANSPORTE DE VALORES LTDA,CRUZ@SERVI-SAN.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,57524399000208,SERVIÇO ESPECIAL DE SEGURANÇA E VIGILÂNCIA INTERNAS SESVI DE SÃO PAULO LTDA,NICACIODF@SESVI.COM.BR,BRASÍLIA,DF,1a Filial na UF,LTDA,Vigilância Patrimonial/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,7713959000113,SHOK SEGURANÇA LTDA,SHOKSEGURANCA@GMAIL.COM,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,2005031000160,SITRAN EMPRESA DE SEGURANÇA LTDA,SITRANDF@TERRA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,1066493000125,SOBERANA SEGURANÇA E VIGILÂNCIA LTDA,ASSISTENTEOPERACIONAL@GRUPOSOBERANA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,19515217000162,SOLIDA VIGILANCIA LTDA,SOLIDAVIGILANCIABSB@GMAIL.COM,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,2288030000170,STAR CURSO DE FORMAÇÃO E APERFEIÇOAMENTO DE VIGILANTES LTDA,academiastar@yahoo.com.br,BRASÍLIA,DF,Matriz,LTDA,Curso de Formação,Ativa
DF,Empresa,Empresa Especializada,15615069000288,SVS SISTEMA DE VIGILANCIA E SEGURANCA PATRIMONIAL EIRELI,GERENCIABSB@GRUPOSVS.COM.BR,BRASÍLIA,DF,1a Filial na UF,EIRELI,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,10758428000151,TASS SEGURANÇA PATRIMONIAL LTDA,DIRETOR@GSPASSESSORIA.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,26324424000103,TRANSFEDERAL TRANSPORTE DE VALORES LTDA,DEPARTAMENTOTECNICO@TRANSFEDERAL.COM.BR,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Transporte de Valores/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,66398652000215,UNISERV UNIAO SERVICOS DE VIGILANCIA EIRELI,,BRASÍLIA,DF,Filial,EIRELI,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,11349160000167,VIPPIM SEGURANÇA E VIGILANCIA LTDA,diretor@gspassessoria.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,9267406000100,VISAN SEGURANÇA PRIVADA LTDA,analista04@gspassessoria.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Empresa Especializada,19195633000120,WGA QUALIXX SEGURANÇA ARMADA E VIGILANCIA LTDA - ME,joesley@qualitymax.com.br,BRASÍLIA,DF,Matriz,LTDA,Vigilância Patrimonial,Ativa
DF,Empresa,Empresa Especializada,2282727000134,ZEPIM SEGURANCA E VIGILANCIA EIRELI,COMERCIAL@ZEPIM.COM.BR,BRASÍLIA,DF,Matriz,EIRELI,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
DF,Empresa,Serviço Orgânico,22978160000142,CONDOMINIO CASAPARK SHOPPING CENTER,iranvalenca@casapark.com.br,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,9301520000109,CONDOMINIO CIVIL DO SHOPPING CENTER IGUATEMI BRASILIA,especializada@pereirabarbosa.com.br,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,37114311000191,CONDOMINIO DO BLOCO BCDE DO CENTRO COMERCIAL GILBERTO SALOMÃO,ana.paula@gilbertosalomaobsb.com.br,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,2560001000116,CONDOMINIO DO CENTRO COMERCIAL ALAMEDA SHOPPING E ALAMEDA TOWER,GUILHERME@ALAMEDA.COM.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,7916965000178,CONDOMINIO DO CENTRO COMERCIAL GILBERTO SALOMÃO,ANA.PAULA@GILBERTOSALOMAO.COM.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,7180842000111,CONDOMINIO DO COMPLEXO COMERCIAL TAGUATINGA SHOPPING,PAULO.ARRUDA@TAGUATINGASHOPPING.COM.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,1627946000145,CONDOMINIO DO CONJUNTO COMERCIAL BRASILIA SHOPPING AND TOWERS,adm.torres@brasiliashopping.com.br,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,7961375000167,CONDOMINIO DO ÁGUAS CLARAS SHOPPING & OFFICE,LUCIANO@AGUASCLARASHOPPING.COM.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,3543443000117,CONDOMÍNIO DO COMPLEXO COMERCIAL TERRAÇO SHOPPING,CARLOS.AGUILERA@TERRACOSHOPPING.COM.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,719559000176,CONDOMÍNIO DO CONJUNTO NACIONAL,LAERTE.SILVA@CONJUNTONACIONAL.COM.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,719559000257,CONDOMÍNIO DO CONJUNTO NACIONAL,LAERTE.SILVA@CONJUNTONACIONAL.COM.BR,BRASÍLIA,DF,Filial,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,719294000106,CONDOMÍNIO DO PARKSHOPPING,ravieira@parkshopping.com.br,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,2002477000131,CONDOMÍNIO GAMA SHOPPING,GAMA.SHOPPING@HOTMAIL.COM,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,105323000140,CONDOMÍNIO SOLAR DE BRASÍLIA,sindico@solarbsb.org.br,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,6289804000139,E2M TECNOLOGIA LTDA-ME,consultoriapontes@live.com,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,60967551000312,INSTITUTO PRESBITERIANO MACKENZIE,SEGURANCA@REALIZA.COM.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,62410352000504,LIVRARIA CULTURA EDITORA S/A,lourival.silva@livrariacultura.com.br,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,62410352001497,LIVRARIA CULTURA EDITORA S/A,,BRASÍLIA,DF,Filial,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,19340045000133,SUB CONDOMINIO COMERCIAL JK SHOPPING,marcelo.reinaldo@jkshoppingdf.com.br,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,331801000482,UNIAO BRASILIENSE DE EDUCACAO E CULTURA,SEGURANCAP@UCB.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Vigilância Patrimonial,Ativa
DF,Empresa,Serviço Orgânico,5830982000243,VIAÇÃO PIONEIRA LTDA,WILSONSILVA@VPIONEIRA.COM.BR,BRASÍLIA,DF,Matriz/1a Filial na UF,,Transporte de Valores,Ativa
ES,Empresa,Empresa Especializada,5014372000352,MONITORE SEGURANÇA PATRIMONIAL S.A.,JULIO.CESAR@MONITOREVIG.COM.BR,SERRA,ES,1a Filial na UF,LTDA,Vigilância Patrimonial/Escolta Armada/Segurança Pessoal,Ativa
ES,Empresa,Empresa Especializada,14001425000120,ACF VIGILÂNCIA E SEGURANÇA LTDA,AFORESTI@HOTMAIL.COM,VILA VELHA,ES,Matriz,LTDA,Vigilância Patrimonial,Ativa
ES,Empresa,Empresa Especializada,3030106000126,ACM SERVIÇOS DE SEGURANÇA LTDA - SERVIP,SERVIP@SERVIPSEG.COM.BR,SERRA,ES,Matriz,LTDA,Vigilância Patrimonial,Ativa
ES,Empresa,Empresa Especializada,11687943000150,ACÁCIA SEGURANÇA E VIGILÂNCIA LTDA,MATHEUS@ACACIASEGURANCA.COM.BR,VILA VELHA,ES,Matriz,LTDA,Vigilância Patrimonial,Ativa
ES,Empresa,Empresa Especializada,60860087002495,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,BALTAZAR.CAETANO@BRINKS.COM.BR,VITÓRIA,ES,1a Filial na UF,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
ES,Empresa,Empresa Especializada,60860087011990,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,baltazar.caetano@brinks.com.br,LINHARES,ES,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
ES,Empresa,Empresa Especializada,60860087012024,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,baltazar.caetano@brinks.com.br,CACHOEIRO DE ITAPEMIRIM,ES,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
ES,Empresa,Empresa Especializada,60860087016526,BRINK'S SEGURANÇA E TRANSPORTE DE VALORES LTDA.,diretoria@valentinassessoria.com.br,NOVA VENÉCIA,ES,Filial,LTDA,Vigilância Patrimonial/Transporte de Valores/Segurança Pessoal,Ativa
ES,Empresa,Empresa Especializada,5040410000180,CAPIXABA VIGILANCIA E SEGURANCA LTDA,ADILSON@SEIINTELIGENCIA.COM.BR,SERRA,ES,Matriz,LTDA,Vigilância Patrimonial,Ativa
ES,Empresa,Empresa Especializada,39302369000194,CENTRO DE TREINAMENTO DE PROFISSIONAIS DE SEGURANÇA PRIVADA LTDA.,CTPS@CTPS.COM.BR,CARIACICA,ES,Matriz,LTDA,Curso de Formação,Ativa
ES,Empresa,Empresa Especializada,8842823000176,CONUS SEGURANÇA E VIGILÂNCIA LTDA ME.,operacional@conusseguranca.com.br,SERRA,ES,Matriz,LTDA,Vigilância Patrimonial,Ativa
ES,Empresa,Empresa Especializada,15653416000186,CRUZEIRO DO SUL VIGILANCIA E SEGURANÇA LTDA,LJCC@TERRA.COM.BR,SERRA,ES,Matriz,LTDA,Vigilância Patrimonial,Ativa
ES,Empresa,Empresa Especializada,23190392000102,CTF ESCOLA DE VIGILANCIA LTDA ME,SFSMELLO@GMAIL.COM,VILA VELHA,ES,Matriz,LTDA,Curso de Formação,Ativa
ES,Empresa,Empresa Especializada,11923136000190,DETROIT SEG VIGILANCIA E SEGURANÇA PRIVADA LTDA,ADMINISTRATIVO@GDETROIT.COM.BR,SERRA,ES,Matriz,LTDA,Vigilância Patrimonial,Ativa
ES,Empresa,Empresa Especializada,8962954000197,DUPLA MISSÃO CENTRO DE FORMAÇÃO DE VIGILANTES EIRELI,DUPLAMISSAO@DUPLAMISSAO.COM.BR,SERRA,ES,Matriz,EIRELI,Curso de Formação,Ativa
ES,Empresa,Empresa Especializada,7705117000209,ESQUADRA TRANSPORTE DE VALORES & SEGURANÇA  LTDA,DIOPE.PF@GRUPOESQUADRA.COM.BR,VITÓRIA,ES,1a Filial na UF,LTDA,Vigilância Patrimonial/Transporte de Valores/Escolta Armada/Segurança Pessoal,Ativa
ES,Empresa,Empresa Especializada,,ESQUADRA TRANSPORTE DE VALORES & SEGURANÇA  LTDA,diope.pf.controle@grupoesquadra.com.br,SÃO MATEUS,ES,Outra Instalação,LTDA,Vigilância Patrimonial/Transporte de Valores/Escolta Armada/Segurança Pessoal,Ativa
ES,Empresa,Empresa Especializada,47190129001226,G4S VANGUARDA SEGURANÇA  E VIGILANCIA LTDA,CLAUDIONOR.SILVA@BR.G4S.COM,VITÓRIA,ES,1a Filial na UF,LTDA,Vigilância Patrimonial,Ativa
